"2021-001","2021-001-01","2021-001-01-01","2021-001-01-01-01",3/7/2022,1,,"142 S. Ct. 1063","212 L. Ed. 2d 187","2022 U.S. LEXIS 1421",2021,1709,"Roberts","20-5279","WOODEN v. UNITED STATES",10/4/2021,,126,,27,,1,,,0,116,,26,,0,11,2,1,1,4,0,1,0,0,10560,1,2,,4,,6,600,"Armed Career Criminal Act",114,111,1,9,0
"2021-002","2021-002-01","2021-002-01-01","2021-002-01-01-01",11/21/2021,1,,"142 S. Ct. 31","211 L. Ed. 2d 230","2021 U.S. LEXIS 5870",2021,1709,"Roberts","22O143","MISSISSIPPI v. TENNESSEE",10/4/2021,,28,29,28,50,9,,,0,,,,,,1,,,1,9,0,0,0,0,110030,11,3,,3,,1,140,,111,111,1,9,0
"2021-003","2021-003-01","2021-003-01-01","2021-003-01-01-01",4/21/2022,1,,"142 S. Ct. 1510","212 L. Ed. 2d 463","2022 U.S. LEXIS 2096",2021,1709,"Roberts","20-826","BROWN v. DAVENPORT",10/5/2021,,19,27,126,,1,,,0,82,,26,,1,2,4,2,1,3,0,1,0,0,10020,1,1,0,4,,6,600,"AEDPA",115,111,1,6,3
"2021-004","2021-004-01","2021-004-01-01","2021-004-01-01-01",1/20/2022,1,,"142 S. Ct. 681","211 L. Ed. 2d 534","2022 U.S. LEXIS 590",2021,1709,"Roberts","20-637","HEMPHILL v. NEW YORK",10/5/2021,,126,,28,37,1,,,0,302,37,300,37,0,12,2,1,1,4,0,1,0,0,10270,1,2,0,2,,2,213,,113,111,1,8,1
"2021-005","2021-005-01","2021-005-01-01","2021-005-01-01-01",3/3/2022,1,,"142 S. Ct. 959","212 L. Ed. 2d 65","2022 U.S. LEXIS 1325",2021,1709,"Roberts","20-827","UNITED STATES v. ZUBAYDAH",10/6/2021,,27,,215,,1,,,0,128,,29,,1,11,4,2,1,4,0,1,0,0,50040,5,1,0,1,,4,400,,110,111,1,6,3
"2021-006","2021-006-01","2021-006-01-01","2021-006-01-01-01",3/3/2022,1,,"142 S. Ct. 1002","212 L. Ed. 2d 114","2022 U.S. LEXIS 1324",2021,1709,"Roberts","20-601","CAMERON v. EMW WOMEN’S SURGICAL CENTER, P.S.C.",10/12/2021,,19,21,165,,1,,,0,74,,26,,1,11,9,1,1,4,0,1,0,0,90480,9,2,0,3,,4,400,,112,111,1,8,1
"2021-007","2021-007-01","2021-007-01-01","2021-007-01-01-01",4/4/2022,1,,"142 S. Ct. 1332","212 L. Ed. 2d 382","2022 U.S. LEXIS 1885",2021,1709,"Roberts","20-659","THOMPSON v. CLARK",10/12/2021,,110,,19,37,1,,,0,94,,22,,0,2,2,1,1,4,0,1,0,0,20400,2,2,0,2,,2,205,,116,111,1,6,3
"2021-008","2021-008-01","2021-008-01-01","2021-008-01-01-01",3/4/2022,1,,"142 S. Ct. 1024","212 L. Ed. 2d 140","2022 U.S. LEXIS 1327",2021,1709,"Roberts","20-443","UNITED STATES v. TSARNAEV",10/13/2021,,27,,126,,1,,,0,80,,21,,0,12,8,2,1,3,0,1,0,0,10250,1,1,0,3,,2,217,,108,111,1,6,3
"2021-009","2021-009-01","2021-009-01-01","2021-009-01-01-01",1/13/2022,1,,"142 S. Ct. 641","211 L. Ed. 2d 424","2022 U.S. LEXIS 494",2021,1709,"Roberts","20-480","BABCOCK v. KIJAKAZI",10/13/2021,,145,,406,,1,106,,0,82,,26,,0,2,2,1,1,2,0,0,0,0,90120,9,1,0,4,,3,370,,117,111,1,8,1
"2021-010","2021-010-01","2021-010-01-01","2021-010-01-01-01",5/23/2022,1,,"142 S. Ct. 1718","212 L. Ed. 2d 713","2022 U.S. LEXIS 2557",2021,1709,"Roberts","20-1009","SHINN v. RAMIREZ",12/8/2021,,7,4,215,,1,,,0,45,,29,,1,12,4,2,1,3,0,1,1,0,10020,1,1,0,4,,3,341,,108,111,1,6,3
"2021-011","2021-011-01","2021-011-01-01","2021-011-01-01-01",3/24/2022,1,,"142 S. Ct. 1253","212 L. Ed. 2d 303","2022 U.S. LEXIS 1671",2021,1709,"Roberts","20-804","HOUSTON COMMUNITY COLLEGE SYSTEM v. WILSON",11/2/2021,,26,51,19,51,1,,,0,121,,25,,1,11,3,2,1,3,0,1,0,0,30010,3,1,,2,,2,200,,115,111,1,9,0
"2021-012","2021-012-01","2021-012-01-01","2021-012-01-01-01",3/31/2022,1,,"142 S. Ct. 1310","212 L. Ed. 2d 355","2022 U.S. LEXIS 1794",2021,1709,"Roberts","20-1143","BADGEROW v. WALTERS",11/2/2021,,145,,151,,1,,,0,75,,25,,0,2,2,1,1,4,0,1,0,0,70010,7,2,0,4,,3,388,,114,111,1,8,1
"2021-013","2021-013-01","2021-013-01-01","2021-013-01-01-01",6/23/2022,1,,"141 S. Ct. 2111","213 L. Ed. 2d 387","2022 U.S. LEXIS 3055",2021,1709,"Roberts","20-843","NEW YORK STATE RIFLE & PISTOL ASSOCIATION INC. v. BRUEN",11/3/2021,,207,,7,37,1,,,0,95,,22,,0,12,2,2,3,4,0,1,0,0,10600,1,1,0,2,,2,239,,108,111,1,6,3
"2021-014","2021-014-01","2021-014-01-01","2021-014-01-01-01",3/4/2022,1,,"142 S. Ct. 1051","212 L. Ed. 2d 172","2022 U.S. LEXIS 1326",2021,1709,"Roberts","20-828","FEDERAL BUREAU OF INVESTIGATION v. FAZAGA",11/8/2021,,335,,174,,1,,,0,48,,29,,1,11,3,2,1,4,0,1,0,0,20410,2,1,,,,6,600,"Foreign Intelligence Surveillance Act",112,111,1,9,0
"2021-015","2021-015-01","2021-015-01-01","2021-015-01-01-01",2/24/2022,1,,"145 S. Ct. 941","211 L. Ed. 2d 586","2022 U.S. LEXIS 1226",2021,1709,"Roberts","20-915","UNICOLORS, INC v. H&M HENNES & MAURITZ, LP",11/8/2021,,112,,238,,1,,,0,48,,29,,0,12,4,2,1,5,0,1,0,0,80190,8,1,0,4,,6,600,"Copyright Act",110,111,1,6,3
"2021-016","2021-016-01","2021-016-01-01","2021-016-01-01-01",4/21/2022,1,,"142 S. Ct. 1539","212 L. Ed. 2d 496","2022 U.S. LEXIS 2094",2021,1709,"Roberts","20-303","UNITED STATES v. VAELLO MADERO",11/9/2021,,27,,140,,1,,,0,112,,21,,0,12,2,2,1,3,0,1,0,0,20180,2,1,0,1,,2,212,,116,111,1,8,1
"2021-017","2021-017-01","2021-017-01-01","2021-017-01-01-01",4/21/2022,1,,"142 S. Ct. 1464","212 L. Ed. 2d 418","2022 U.S. LEXIS 2098",2021,1709,"Roberts","20-1029","CITY OF AUSTIN, TEXAS v. REAGAN NATIONAL ADVERTISING OF TEXAS INC",11/10/2021,,3,51,101,,1,,,0,122,,25,,0,12,3,2,1,4,0,1,0,0,30020,3,1,0,2,,2,200,,113,111,1,6,3
"2021-018","2021-018-01","2021-018-01-01","2021-018-01-01-01",6/13/2022,1,,"142 S. Ct. 1827","213 L. Ed. 2d 125","2022 U.S. LEXIS 2836",2021,1709,"Roberts","19-896","JOHNSON v. ARTEAGA-MARTINEZ",1/11/2022,,368,,106,,1,,,0,110,,23,,0,12,2,2,1,4,0,1,0,0,20110,2,1,0,4,,3,344,,113,111,1,8,1
"2021-019","2021-019-01","2021-019-01-01","2021-019-01-01-01",6/24/2022,1,,"142 S. Ct. 2228","213 L. Ed. 2d 545","2022 U.S. LEXIS 3057",2021,1709,"Roberts","19-1392","DOBBS v. JACKSON WOMEN’S HEALTH ORGANIZATION",12/1/2021,,7,29,165,,1,,,0,85,,25,,0,11,4,2,1,4,0,1,1,0,50020,5,1,0,2,7,2,230,,112,111,1,6,3
"2021-020","2021-020-01","2021-020-01-01","2021-020-01-01-01",1/24/2022,1,,"142 S. Ct. 737","211 L. Ed. 2d 558","2022 U.S. LEXIS 622",2021,1709,"Roberts","19-1401","HUGHES v. NORTHWESTERN UNIVERSITY",12/6/2021,,145,,232,,1,,,0,66,,27,,0,12,2,1,1,5,0,1,0,0,80090,8,2,,4,,3,323,,113,111,1,8,0
"2021-021","2021-021-01","2021-021-01-01","2021-021-01-01-01",4/28/2022,1,,"142 S. Ct. 1562","212 L. Ed. 2d 552","2022 U.S. LEXIS 2230",2021,1709,"Roberts","20-219","CUMMINGS v. PREMIER REHAB KELLER, P.L.L.C.",11/30/2021,,140,,165,,1,,,0,120,,25,,0,12,2,1,1,2,0,0,0,0,20210,2,1,0,4,,3,360,,111,111,1,6,3
"2021-022","2021-022-01","2021-022-01-01","2021-022-01-01-01",6/13/2022,1,,"142 S. Ct. 2057","213 L. Ed. 2d 102","2022 U.S. LEXIS 2844",2021,1709,"Roberts","20-322","GARLAND v. GONZALEZ",1/11/2022,,327,,106,,1,,,0,50,,29,,1,11,2,2,1,4,0,1,0,0,20110,2,1,0,4,,3,344,,112,111,1,6,3
"2021-023","2021-023-01","2021-023-01-01","2021-023-01-01-01",5/16/2022,1,,"142 S. Ct. 1614","212 L. Ed. 2d 685","2022 U.S. LEXIS 2494",2021,1709,"Roberts","20-979","PATEL v. GARLAND",12/6/2021,,106,,327,,1,7,,0,31,,31,,,2,9,1,1,2,0,0,0,0,20110,2,1,0,4,,3,344,,117,111,1,5,4
"2021-024","2021-024-01","2021-024-01-01","2021-024-01-01-01",6/21/2022,1,,"142 S. Ct. 1987","213 L. Ed. 2d 286","2022 U.S. LEXIS 3013",2021,1709,"Roberts","20-1088","CARSON v. MAKIN",12/8/2021,,130,,7,23,1,,,0,78,,21,,0,12,2,2,3,4,0,1,0,0,30180,3,1,0,2,,2,202,,111,111,1,6,3
"2021-025","2021-025-01","2021-025-01-01","2021-025-01-01-01",6/15/2022,1,,"142 S. Ct. 1896","213 L. Ed. 2d 251","2022 U.S. LEXIS 2943",2021,1709,"Roberts","20-1114","AMERICAN HOSPITAL ASSOCIATION v. BECERRA",11/30/2021,,167,,363,,1,,,0,55,,32,,1,12,3,2,1,4,0,1,0,0,80350,8,1,,4,,3,309,,116,111,1,9,0
"2021-026","2021-026-01","2021-026-01-01","2021-026-01-01-01",6/6/2022,1,,"142 S. Ct. 1751","213 L. Ed. 2d 1","2022 U.S. LEXIS 2683",2021,1709,"Roberts","20-1263","GALLARDO v. MARSTILLER",1/10/2022,,174,,7,12,1,,,0,57,,31,,1,5,4,1,1,2,0,0,0,0,80060,8,1,0,4,,3,308,,108,111,1,7,2
"2021-027","2021-027-01","2021-027-01-01","2021-027-01-01-01",6/24/2022,1,,"142 S. Ct. 2354","213 L. Ed. 2d 685","2022 U.S. LEXIS 3056",2021,1709,"Roberts","20-1312","BECERRA v. EMPIRE HEALTH FOUNDATION",11/29/2021,,363,,165,,1,124,,0,128,,29,,0,2,2,1,1,4,0,1,0,,80350,8,1,0,4,,3,309,,114,108,1,5,4
"2021-029","2021-029-01","2021-029-01-01","2021-029-01-01-01",6/21/2022,1,,"142 S. Ct. 2015","213 L. Ed. 2d 349","2022 U.S. LEXIS 3017",2021,1709,"Roberts","20-1459","UNITED STATES v. TAYLOR",12/7/2021,,27,,126,,1,,,0,126,,24,,0,2,3,2,1,2,0,0,0,0,10470,1,2,0,4,,6,600,"Hobbs Act",115,111,1,7,2
"2021-030","2021-030-01","2021-030-01-01","2021-030-01-01-01",3/24/2022,1,,"142 S. Ct. 1264","212 L. Ed. 2d 262","2022 U.S. LEXIS 1670",2021,1709,"Roberts","21-5592","RAMIREZ v. COLLIER",11/9/2021,,126,,19,51,1,,,0,121,,25,,1,11,2,1,1,4,0,1,0,0,30160,3,2,0,4,,6,600,"RLUIPA",111,111,1,8,1
"2021-031","2021-031-01","2021-031-01-01","2021-031-01-01-01",10/18/2021,2,,"142 S. Ct. 4","211 L. Ed. 2d 164","2021 U.S. LEXIS 5311",2021,1709,"Roberts","20-1539","RIVAS-VILLEGAS v. CORTESLUNA",,,8,6,110,,1,,,0,50,,29,,1,12,3,2,1,3,0,1,0,0,20400,2,1,,4,,3,318,,,111,1,9,0
"2021-032","2021-032-01","2021-032-01-01","2021-032-01-01-01",10/18/2021,2,,"142 S. Ct. 9","211 L. Ed. 2d 170","2021 U.S. LEXIS 5310",2021,1709,"Roberts","20-1668","CITY OF TAHLEQUAH v. BOND",,,3,42,102,,1,,,0,105,,30,,0,12,3,2,1,3,0,1,0,0,20400,2,1,,4,,3,318,,,111,1,9,0
"2021-033","2021-033-01","2021-033-01-01","2021-033-01-01-01",12/10/2021,7,,"142 S. Ct. 522","211 L. Ed. 2d 316","2021 U.S. LEXIS 6144",2021,1709,"Roberts","21-463","WHOLE WOMAN'S HEALTH v. JACKSON",11/1/2021,,165,,16,51,1,,,0,122,,25,,0,12,,2,1,7,0,2,0,0,90320,9,1,0,2,,2,224,,115,108,1,5,4
"2021-034","2021-034-01","2021-034-01-01","2021-034-01-01-01",12/10/2021,6,,"142 S. Ct. 522","211 L. Ed. 2d 349","2021 U.S. LEXIS 6143",2021,1709,"Roberts","21-588","UNITED STATES v. TEXAS",11/1/2021,,27,,28,51,1,,,0,122,,25,,0,12,,1,1,9,0,,0,0,100120,10,1,0,,,9,900,,,111,1,8,1
"2021-035","2021-035-01","2021-035-01-01","2021-035-01-01-01",1/13/2022,6,,"142 S. Ct. 661","211 L. Ed. 2d 448","2022 U.S. LEXIS 496",2021,1709,"Roberts","21A244","NATIONAL FEDERATION OF INDEPENDENT BUSINESS v. DEPARTMENT OF LABOR, OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION",1/7/2022,,207,,371,,12,,,0,26,,26,,1,1,2,2,1,1,0,1,0,0,80350,8,1,0,4,,3,358,,,111,1,6,3
"2021-036","2021-036-01","2021-036-01-01","2021-036-01-01-01",1/13/2022,6,,"142 S. Ct. 647","211 L. Ed. 2d 433","2022 U.S. LEXIS 495",2021,1709,"Roberts","21A240","BIDEN v. MISSOURI",1/7/2022,,19,60,28,30,12,,,0,86,,28,,1,1,12,1,1,1,0,1,0,0,80350,8,2,0,4,,3,309,,,111,1,5,4
"2021-037","2021-037-01","2021-037-01-01","2021-037-01-01-01",4/21/2022,1,,"142 S. Ct. 1493","212 L. Ed. 2d 524","2022 U.S. LEXIS 2095",2021,1709,"Roberts","20-1472","BOECHLER, P.C. v. COMMISSIONER OF INTERNAL REVENUE",1/12/2022,,111,,369,,1,69,,0,9,,28,,0,12,2,2,1,4,0,1,0,0,120010,12,1,,4,,3,345,,117,111,1,9,0
"2021-038","2021-038-01","2021-038-01-01","2021-038-01-01-01",4/21/2022,1,,"142 S. Ct. 1502","212 L. Ed. 2d 451","2022 U.S. LEXIS 2097",2021,1709,"Roberts","20-1566","CASSIRER v. THYSSEN-BORNEMISZA COLLECTION FOUNDATION",1/18/2022,,195,,24,,1,,,0,48,,29,,0,2,2,1,1,5,0,1,0,0,140020,14,2,,4,,6,600,"Foreign Sovereign Immunities Act",114,111,1,9,0
"2021-039","2021-039-01","2021-039-01-01","2021-039-01-01-01",5/2/2022,1,,"142 S. Ct. 1583","212 L. Ed. 2d 621","2022 U.S. LEXIS 2327",2021,1709,"Roberts","20-1800","SHURTLEFF v. CITY OF BOSTON",1/18/2022,,130,,3,26,1,,,0,80,,21,,0,11,2,1,4,4,0,1,0,0,30010,3,2,,2,,2,200,,110,111,1,9,0
"2021-040","2021-040-01","2021-040-01-01","2021-040-01-01-01",5/16/2022,1,,"142 S. Ct. 1638","212 L. Ed. 2d 654","2022 U.S. LEXIS 2403",2021,1709,"Roberts","21-12","FEDERAL ELECTION COMMISSION v. TED CRUZ FOR SENATE",1/19/2022,,343,,23,,2,,,1,55,,55,,0,1,,1,2,2,0,0,0,0,30140,3,1,0,1,,2,200,,111,111,1,6,3
"2021-041","2021-041-01","2021-041-01-01","2021-041-01-01-01",6/27/2022,1,,"142 S. Ct. 2389","213 L. Ed. 2d 731","2022 U.S. LEXIS 3070",2021,1709,"Roberts","20-1650","CONCEPCION v. UNITED STATES",1/19/2022,,137,,27,,1,,,0,80,,21,,1,2,2,1,1,4,0,1,0,0,10560,1,2,0,4,,6,600,"First Step Act 132 Stat. 5222",113,108,1,5,4
"2021-042","2021-042-01","2021-042-01-01","2021-042-01-01-01",6/13/2022,1,,,,"2022 U.S. LEXIS 2834",2021,1709,"Roberts","20-7622","DENEZPI v. UNITED STATES",2/22/2022,,126,,27,,1,,,0,52,,30,,0,12,2,1,1,2,0,0,0,0,10170,1,1,0,1,,2,206,,117,111,1,6,3
"2021-043","2021-043-01","2021-043-01-01","2021-043-01-01-01",6/15/2022,1,,,,"2022 U.S. LEXIS 2941",2021,1709,"Roberts","20-493","YSLETA DEL SUR PUEBLO v. TEXAS",2/22/2022,,170,,28,51,1,,,0,122,,25,,0,11,2,1,1,5,0,1,0,0,20160,2,2,0,4,,6,600,"Ysleta del Sur and Alabama and Coushatta Indian Tribes of Texas Restoration Act. 101 Stat. 666",115,110,1,5,4
"2021-044","2021-044-01","2021-044-01-01","2021-044-01-01-01",6/15/2022,6,,"142 S. Ct. 1926","213 L. Ed. 2d 284","2022 U.S. LEXIS 2942",2021,1709,"Roberts","20-1775","ARIZONA v. CITY AND COUNTY OF SAN FRANCISCO, CALIFORNIA",2/23/2022,,,,,,1,,,0,50,,29,,,,,,1,9,0,0,0,0,,,,,,,,,,,111,1,9,0
"2021-045","2021-045-01","2021-045-01-01","2021-045-01-01-01",6/30/2022,1,,"142 S. Ct. 2587","213 L. Ed. 2d 896","2022 U.S. LEXIS 3268",2021,1709,"Roberts","20-1530","WEST VIRGINIA v. ENVIRONMENTAL PROTECTION AGENCY",2/28/2022,,28,57,333,,1,,,0,32,,32,,0,12,5,2,1,4,0,1,0,0,80270,8,1,0,4,5,3,304,,111,111,1,6,3
"2021-046","2021-046-01","2021-046-01-01","2021-046-01-01-01",6/27/2022,1,,"142 S. Ct. 2370","213 L. Ed. 2d 706","2022 U.S. LEXIS 3089",2021,1709,"Roberts","20-1410","RUAN v. UNITED STATES",3/1/2022,,206,,27,,1,,,0,43,,31,,0,11,7,1,1,5,0,1,0,0,10510,1,2,,4,,6,600,"Comprehensive Drug Abuse Prevention and Control Act 21 USC ss 841",110,111,1,9,0
"2021-047","2021-047-01","2021-047-01-01","2021-047-01-01-01",6/21/2022,1,,"142 S. Ct. 1968","213 L. Ed. 2d 376","2022 U.S. LEXIS 3012",2021,1709,"Roberts","20-1641","MARIETTA MEMORIAL HOSPITAL EMPLOYEE HEALTH BENEFIT PLAN v. DAVITA",3/1/2022,,171,,180,,1,,,0,104,,26,,1,2,3,2,1,4,0,1,0,0,80350,8,1,0,4,,3,309,,116,111,1,7,2
"2021-048","2021-048-01","2021-048-01-01","2021-048-01-01-01",6/8/2022,1,,"142 S. Ct. 1793","213 L. Ed. 2d 54","2022 U.S. LEXIS 2829",2021,1709,"Roberts","21-147","EGBERT v. BOULE",3/2/2022,,19,60,208,,1,,,0,129,,29,,1,12,3,2,1,3,0,1,0,0,80060,8,1,0,1,,2,205,,108,111,1,6,3
"2021-049","2021-049-01","2021-049-01-01","2021-049-01-01-01",6/29/2022,1,,"142 S. Ct. 2455","213 L. Ed. 2d 808","2022 U.S. LEXIS 3221",2021,1709,"Roberts","20-603","TORRES v. TEXAS DEPARTMENT OF PUBLIC SAFETY",3/29/2022,,186,,7,51,1,,,0,302,51,301,51,,11,3,1,1,4,0,1,0,0,100130,10,2,0,1,,1,116,,110,111,1,5,4
"2021-050","2021-050-01","2021-050-01-01","2021-050-01-01-01",4/28/2022,5,,"142 S. Ct. 1582","212 L. Ed. 2d 575","2022 U.S. LEXIS 2229",2021,1709,"Roberts","20-807","LEDURE v. UNION PACIFIC RAILROAD COMPANY",3/28/2022,,231,,,,1,,,0,27,,67,,,,2,1,1,2,0,0,0,0,,,1,,,,,,,,,1,4,4
"2021-051","2021-051-01","2021-051-01-01","2021-051-01-01-01",6/15/2022,1,,"142 S. Ct. 1880","213 L. Ed. 2d 203","2022 U.S. LEXIS 2939",2021,1709,"Roberts","20-1034","GOLAN v. SAADA",3/22/2022,,188,,153,,1,,,0,94,,22,,0,11,2,1,1,5,0,1,0,0,20170,2,2,,4,,5,509,,113,111,1,9,0
"2021-053","2021-053-01","2021-053-01-01","2021-053-01-01-01",6/15/2022,1,,"142 S. Ct. 1906","213 L. Ed. 2d 179","2022 U.S. LEXIS 2940",2021,1709,"Roberts","20-1573","VIKING RIVER CRUISES v. MORIANA",3/30/2022,,151,,145,,1,,,0,302,6,301,6,0,12,2,2,1,4,0,1,0,0,70010,7,1,0,4,,3,388,,112,111,1,8,1
"2021-055","2021-055-01","2021-055-01-01","2021-055-01-01-01",6/15/2022,1,,,,"2022 U.S. LEXIS 2944",2021,1709,"Roberts","21-234","GEORGE v. MCDONOUGH",4/19/2022,,250,,414,,1,,,0,6,,8,,0,12,2,1,1,2,0,0,0,0,20250,2,1,0,4,,6,600,"38 U. S. C. 1110",117,111,1,6,3
"2021-056","2021-056-01","2021-056-01-01","2021-056-01-01-01",6/23/2022,1,,"142 S. Ct. 2191","213 L. Ed. 2d 517","2022 U.S. LEXIS 3052",2021,1709,"Roberts","21-248","BERGER v. NORTH CAROLINA STATE CONFERENCE OF THE NAACP",3/21/2022,,17,38,207,,1,,,0,99,,24,,1,2,4,1,1,3,0,1,0,0,20010,2,1,,,,,,,115,111,1,8,1
"2021-057","2021-057-01","2021-057-01-01","2021-057-01-01-01",6/6/2022,1,,"142 S. Ct. 1783","213 L. Ed. 2d 27","2022 U.S. LEXIS 2815",2021,1709,"Roberts","21-309","SOUTHWEST AIRLINES CO. v. SAXON",3/28/2022,,104,,145,,1,,,0,66,,27,,0,2,3,2,1,2,0,0,0,0,70010,7,2,,4,,3,388,,108,111,1,8,0
"2021-058","2021-058-01","2021-058-01-01","2021-058-01-01-01",5/23/2022,1,,"142 S. Ct. 1708","212 L. Ed. 2d 753","2022 U.S. LEXIS 2514",2021,1709,"Roberts","21-328","MORGAN v. SUNDANCE, INC.",3/21/2022,,145,,151,,1,,,0,71,,28,,1,2,4,1,1,5,0,1,0,0,70010,7,2,,4,,3,388,,114,111,1,9,0
"2021-059","2021-059-01","2021-059-01-01","2021-059-01-01-01",6/13/2022,1,,"142 S. Ct. 2078","213 L. Ed. 2d 163","2022 U.S. LEXIS 2861",2021,1709,"Roberts","21-401","ZF AUTOMOTIVE US v. LUXSHARE, LTD.",3/23/2022,,122,,122,,1,,,0,81,,26,,0,2,2,2,1,3,0,1,0,0,80160,8,1,,4,,6,600,"28 USC 1782",117,111,1,9,0
"2021-060","2021-060-01","2021-060-01-01","2021-060-01-01-01",6/21/2022,1,,,,"2022 U.S. LEXIS 3010",2021,1709,"Roberts","21-404","UNITED STATES v. WASHINGTON",4/18/2022,,27,,28,56,1,,,,128,,29,,0,11,2,1,3,4,0,1,0,0,100120,10,2,,2,,1,148,,110,111,1,9,0
"2021-061","2021-061-01","2021-061-01-01","2021-061-01-01-01",6/27/2022,1,,"142 S. Ct. 2407","213 L. Ed. 2d 755","2022 U.S. LEXIS 3218",2021,1709,"Roberts","21-418","KENNEDY v. BREMERTON SCHOOL DISTRICT",4/25/2022,,8,56,21,56,1,,,0,129,,29,,1,12,2,2,4,3,0,1,1,0,30170,3,1,0,2,,2,203,,115,111,1,6,3
"2021-062","2021-062-01","2021-062-01-01","2021-062-01-01-01",6/29/2022,1,,"142 S. Ct. 2486","213 L. Ed. 2d 847","2022 U.S. LEXIS 3222",2021,1709,"Roberts","21-429","OKLAHOMA v. CASTRO-HUERTA",4/27/2022,,28,42,126,,1,,,0,302,42,300,42,,11,8,2,1,4,0,0,0,0,100020,10,1,0,3,,1,148,,116,111,1,5,4
"2021-063","2021-063-01","2021-063-01-01","2021-063-01-01-01",6/23/2022,1,,"142 S. Ct. 2214","213 L. Ed. 2d 499","2022 U.S. LEXIS 3054",2021,1709,"Roberts","21-439","NANCE v. WARD",4/25/2022,,215,,4,13,1,,,0,60,,31,,1,12,5,1,1,4,0,1,0,0,10130,1,2,0,4,,6,600,"42 USC 1983 Civil action for deprivation of rights",114,111,1,5,4
"2021-064","2021-064-01","2021-064-01-01","2021-064-01-01-01",6/6/2022,1,,"142 S. Ct. 1770","213 L. Ed. 2d 39","2022 U.S. LEXIS 2681",2021,1709,"Roberts","21-441","SIEGEL v. FITZGERALD",4/18/2022,,114,,327,,1,,,0,20,,24,,1,2,3,1,2,4,0,1,0,0,80030,8,2,,1,,1,112,,113,111,1,9,0
"2021-066","2021-066-01","2021-066-01-01","2021-066-01-01-01",6/23/2022,1,,"142 S. Ct. 2095","213 L. Ed. 2d 479","2022 U.S. LEXIS 3053",2021,1709,"Roberts","21-499","VEGA v. TEKOH",4/20/2022,,110,,5,6,1,,,0,48,,29,,0,12,4,2,1,4,0,1,0,0,10100,1,1,0,4,,6,600,"42 USC 1983 Civil action for deprivation of rights",112,111,1,6,3
"2021-067","2021-067-01","2021-067-01-01","2021-067-01-01-01",6/21/2022,1,,"142 S. Ct. 2037","213 L. Ed. 2d 318","2022 U.S. LEXIS 3008",2021,1709,"Roberts","21-511","SHOOP v. TWYFORD",4/26/2022,,19,41,215,,1,,,0,104,,26,,1,12,2,2,1,4,0,1,0,0,10020,1,1,0,4,,6,600,"All Writs Act, 28 U. S. C. ¤1651",111,111,1,5,4
"2021-068","2021-068-01","2021-068-01-01","2021-068-01-01-01",6/13/2022,1,,"142 S. Ct. 1856","213 L. Ed. 2d 90","2022 U.S. LEXIS 2835",2021,1709,"Roberts","21-5726","KEMP v. UNITED STATES",4/19/2022,,126,,27,,1,,,0,58,,31,,0,2,2,1,1,2,0,0,0,0,90110,9,1,0,4,,4,400,,108,111,1,8,1
"2021-069","2021-069-01","2021-069-01-01","2021-069-01-01-01",6/30/2022,1,,"142 S. Ct. 2528","213 L. Ed. 2d 956","2022 U.S. LEXIS 3269",2021,1709,"Roberts","21-954","BIDEN v. TEXAS",4/26/2022,,422,,28,51,1,120,,0,120,,25,,0,12,2,1,1,4,0,1,0,0,20110,2,2,0,4,,3,344,,111,111,1,5,4
"2022-001","2022-001-01","2022-001-01-01","2022-001-01-01-01",5/25/2023,1,"598 U.S. 651","143 S. Ct. 1322","215 L. Ed. 2d 579","2023 U.S. LEXIS 2202",2022,1710,"Roberts","21-454","SACKETT v. ENVIRONMENTAL PROTECTION AGENCY",10/3/2022,,195,,333,,1,,,0,64,,29,,0,11,2,2,1,4,0,1,0,0,80130,8,1,0,4,,3,338,,112,111,1,9,0
"2022-002","2022-002-01","2022-002-01-01","2022-002-01-01-01",2/28/2023,1,"598 U.S. 115","143 S. Ct. 696","215 L. Ed. 2d 24","2023 U.S. LEXIS 1037",2022,1710,"Roberts","22O145","DELAWARE v. PENNSYLVANIA AND WISCONSIN",10/3/2022,,28,9,28,45,9,,,0,,,,,,1,,,1,,0,,0,0,110020,11,3,,3,,1,140,,118,111,1,9,0
"2022-003","2022-003-01","2022-003-01-01","2022-003-01-01-01",1/23/2023,1,"598 U.S. 1","143 S. Ct. 543","214 L. Ed. 2d 315","2023 U.S. LEXIS 541",2022,1710,"Roberts","21-432","ARELLANO v. MCDONOUGH",10/4/2022,,250,,414,,1,114,,0,6,,8,,0,7,2,1,1,2,0,0,0,0,20250,2,1,,4,,6,600,"38 U.S.C. 5110",117,111,1,9,0
"2022-004","2022-004-01","2022-004-01-01","2022-004-01-01-01",6/8/2023,1,"599 U.S. 1","143 S. Ct. 1487","216 L. Ed. 2d 60","2023 U.S. LEXIS 2423",2022,1710,"Roberts","21-1086","ALLEN v. MILLIGAN",10/4/2022,,7,1,251,,2,,,1,42,,42,,0,1,,2,1,2,0,0,0,0,20020,2,2,0,4,,3,378,,111,111,1,5,4
